id,symbol,name,price,market_cap,total_volume,rank,image,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,atl,atl_change_percentage,atl_date,last_updated
masternet,mash,Masternet,0.057514,8899142.0,0.106177,2751,https://assets.coingecko.com/coins/images/5879/large/masternet.png?1547978307,,,,,,,154730000.0,200000000.0,,0.003555,1517.83414,2020-03-17T22:09:09.807Z,2021-09-02T08:40:13.174Z
kubocoin,kubo,KuboCoin,9.874e-05,8756400.0,12308.54,2752,https://assets.coingecko.com/coins/images/6895/large/Presentatie_LOGO.png?1578975206,0.00286838,1.723e-05,8.145e-05,471.10852,7220892.0,470.26062,88682815369.89558,100000000000.0,,2.36e-06,4083.56627,2020-02-27T19:39:57.003Z,2021-09-04T15:17:34.271Z
tsuki-dao,tsuki,Tsuki DAO,92.08,8747864.0,6998.08,2753,https://assets.coingecko.com/coins/images/14080/large/tsuki_dao.jpg?1614163885,92.63,90.13,-0.143233996209,-0.15531,-13607.229639815168,-0.15531,95000.0,100000.0,100000.0,44.13,108.66337,2021-08-25T14:00:33.131Z,2021-09-04T08:31:34.759Z
cipher,cpr,CIPHER,0.113861,8674120.0,298707.0,2754,https://assets.coingecko.com/coins/images/10392/large/cipher-logo.png?1578891757,0.11428,0.113377,0.00020725,0.18235,-15773.2909009438,-0.18151,76283402.0,1080000000.0,,0.00073719,15329.45199,2020-08-26T12:51:53.724Z,2021-09-04T15:34:35.982Z
ethanol,enol,Ethanol,2060.64,8579102.0,0.0,2755,https://assets.coingecko.com/coins/images/13214/large/hV_w1e5G_400x400.png?1606292732,2060.64,2060.64,0.0,0.0,,,4163.311590670646,10000.0,,1058.45,94.68593,2021-06-26T09:29:56.039Z,2021-09-02T19:38:37.544Z
xuez,xuez,Xuez Coin,1.9,8530786.0,4687333.0,2756,https://assets.coingecko.com/coins/images/4640/large/Xuez_Coin.png?1547039906,1.94,1.75,0.120121,6.75153,568319.0,7.13747,4491571.2604806,21000000.0,,0.111969,1602.72964,2020-03-13T02:24:56.100Z,2021-09-04T15:23:37.128Z
profile-utility-token,put,Profile Utility Token,0.151044,8513142.0,3938.03,2757,https://assets.coingecko.com/coins/images/2541/large/profile-utility-token.png?1547036656,,,,,,,56361940.69904659,100000000.0,,0.00117027,12806.75353,2019-12-03T08:39:12.085Z,2021-08-30T02:41:31.783Z
unidexgas,undg,UniDexGas,1966.33,8450471.0,0.0,2758,https://assets.coingecko.com/coins/images/13740/large/undg_logo_200_.png?1611305562,1971.99,1966.33,-5.656355947051,-0.28684,,,4297.581627802071,10000.0,10000.0,1792.7,9.68565,2021-07-27T02:59:56.479Z,2021-09-02T22:42:36.628Z
inmax,inx,InMax,2.45,8387519.0,0.0,2759,https://assets.coingecko.com/coins/images/6826/large/gDALsvq.png?1555895815,2.45,2.45,0.0,0.0,,,3426801.69526,6500000.0,,0.01477413,16466.9486,2020-11-08T03:14:45.692Z,2021-09-02T16:25:02.757Z
bitcoin-incognito,xbi,Bitcoin Incognito,0.498337,8341344.0,9868.13,2760,https://assets.coingecko.com/coins/images/5286/large/Bitcoin_Incognito.png?1547040803,0.583044,0.513039,-0.063250512556,-11.2628,-511514.77285968413,-5.77796,16738344.615834,21000000.0,,0.104336,377.62845,2021-03-28T00:24:55.615Z,2021-09-04T14:54:30.357Z
bt-finance,bt,BT.Finance,137.83,8108496.0,15848420.0,2761,https://assets.coingecko.com/coins/images/13824/large/BT-logo.324f553c.png?1612152632,156.09,137.0,-18.130446498208,-11.62477,-1152499.4019145062,-12.44466,58699.4789529173,190408.86,,37.83,264.45273,2021-07-20T14:10:59.844Z,2021-09-04T15:35:56.816Z
unicly-genesis-collection,uunicly,Unicly Genesis Collection,8.24,8235498.0,0.0,2762,https://assets.coingecko.com/coins/images/14903/large/Unicly_%28unicly%29.jpg?1618937278,,,,,0.0,0.0,1000000.0,1000000.0,1000000.0,6.5,26.63812,2021-07-03T15:08:46.205Z,2021-09-04T13:51:25.390Z
oreo,ore,Oreo Defi Finance,0.02171006,7997102.0,747375.0,2763,https://assets.coingecko.com/coins/images/14450/large/78243580.png?1616136118,0.02325395,0.01970974,0.00072775,3.46838,209492.0,2.69006,369999999.3826983,500000000.0,,0.010462,106.59019,2021-07-13T03:08:02.914Z,2021-09-04T15:36:25.232Z
50cent,50c,50Cent,20.93,7963550.0,3356.39,2764,https://assets.coingecko.com/coins/images/16431/large/50cents.png?1624271368,20.94,18.43,2.22,11.87124,825770.0,11.56901,380523.0,380523.0,,7.84,166.87844,2021-08-10T08:24:31.184Z,2021-09-04T14:37:14.160Z
pengolincoin,pgo,PengolinCoin,0.289151,7928234.0,4751195.0,2765,https://assets.coingecko.com/coins/images/11065/large/PGO_200x200.png?1587777094,0.323106,0.24375,0.00741934,2.63348,164575.0,2.11981,27413320.7379654,100000000.0,,0.01548542,1764.60548,2020-12-23T09:50:56.303Z,2021-09-04T15:38:27.573Z
molten,mol,Molten,933.67,8031374.0,0.0,2766,https://assets.coingecko.com/coins/images/13156/large/256.png?1605931524,,,,,,,8601.94848651748,8601.94848651748,,402.34,132.06066,2020-12-24T07:43:49.653Z,2021-09-02T11:16:40.182Z
italian-lira,itl,Italian Lira,0.00032064,7810817.0,0.00442412,2767,https://assets.coingecko.com/coins/images/3656/large/italian-lira.png?1547974594,0.00027805,0.00027805,4.259e-05,15.31794,-1076208.5450707963,-12.10988,24359999999.99997,100000000000.0,,1.987e-05,1513.54303,2020-03-13T02:27:46.966Z,2021-09-04T13:16:45.155Z
duo,duo,DUO Network,0.212451,7769691.0,273.85,2768,https://assets.coingecko.com/coins/images/4653/large/Duo_Network.png?1556593318,0.229347,0.212408,-0.016895556863,-7.36682,-989027.1043142173,-11.29192,36544238.4484,100000000.0,,0.02940304,623.09036,2021-03-07T17:50:39.711Z,2021-09-04T15:38:33.546Z
layer-1-quality-index,l1q,Layer 1 Quality Index,11704.39,7706522.0,3047.42,2769,https://assets.coingecko.com/coins/images/17585/large/_L1Q.png?1628564948,11533.56,11533.56,170.83,1.48116,0.0,0.0,658.430046589303,658.430046589303,,8600.39,36.09135,2021-08-10T10:03:10.677Z,2021-09-03T16:02:40.829Z
bring,nor,Noir,0.379187,7690878.0,17170.43,2770,https://assets.coingecko.com/coins/images/6391/large/noir_logo_400_400.png?1593062372,0.409554,0.362505,-0.028558708555,-7.00405,-589721.1304815952,-7.12172,20282559.0,18751322.0,,0.03666669,931.78419,2020-08-23T18:23:57.001Z,2021-09-04T15:23:12.986Z
coinsuper-ecosystem-network,cen,Coinsuper Ecosystem Network,0.077468,7662774.0,35333.0,2771,https://assets.coingecko.com/coins/images/5215/large/coinsuper-ecosystem-network-token-logo.png?1547040682,0.086037,0.072643,-0.005871372919,-7.04513,-580768.6422723178,-7.04513,98915304.86104049,904911274.223577,,0.01623819,377.07302,2020-12-05T05:57:52.958Z,2021-09-04T15:17:26.213Z
bonk-token,bonk,BONK Token,2.55,7658061.0,21448.0,2772,https://assets.coingecko.com/coins/images/11942/large/2Updated_2x.png?1598511690,,,,,0.0,0.0,3000000.0,3000000.0,,1.27,101.13846,2021-07-20T10:05:33.014Z,2021-09-04T10:18:37.023Z
fango,xfg,Fango,1.01,7648625.0,40577.0,2773,https://assets.coingecko.com/coins/images/11137/large/9A5102B8-D28F-40D8-8B74-08F954C1FE52.jpeg?1608372902,1.02,1.01,0.00038622,0.03813,3244.88,0.04244,7549301.1779282,8000008.0,,0.03653059,2680.59907,2021-05-24T00:52:59.651Z,2021-09-04T15:23:15.515Z
harrison-first,FIRST,Harrison First,1.29,7613377.0,0.0,2774,https://assets.coingecko.com/coins/images/12196/large/cc2016f6-0c74-4a95-b89b-b1684c7b9426.png?1597991823,1.29,1.29,0.0,0.0,0.0,0.0,5899812.1096,10000000.0,10000000.0,0.072079,1690.31828,2021-03-14T07:39:46.460Z,2021-09-03T20:54:45.117Z
shrimp-capital,shrmp,Shrimp Capital,0.098361,7572285.0,743.64,2775,https://assets.coingecko.com/coins/images/14137/large/shrimp_capital.jpg?1614639623,0.099259,0.097538,-0.000898253524,-0.90496,-69168.25649021659,-0.90517,76984681.9998745,76984681.9998745,76984681.9998745,0.086605,13.57434,2021-07-21T04:02:22.734Z,2021-09-04T08:00:56.743Z
ethorse,horse,Ethorse,0.070845,7531596.0,0.708451,2776,https://assets.coingecko.com/coins/images/2531/large/ethorse.png?1548125546,,,,,,,106310730.29632801,125000000.0,,0.00589478,1101.82799,2020-08-18T07:47:10.266Z,2021-09-01T17:00:32.910Z
maxcoin,max,Maxcoin,1.35,7524776.0,28167.0,2777,https://assets.coingecko.com/coins/images/24/large/maxcoinproject.png?1547033655,1.39,0.648796,0.388472,40.29899,4318284.0,134.67318,5563821.11455565,99999997.0,,0.01562476,8555.7983,2020-03-14T10:04:30.401Z,2021-09-04T13:39:43.695Z
mchain,mar,Mchain,0.107325,7501850.0,1578.17,2778,https://assets.coingecko.com/coins/images/8035/large/cmc-200x200.png?1553562320,0.183971,0.074602,0.03270306,43.82486,783407.0,11.66055,69898300.0,210000000.0,,0.01352129,507.77676,2021-01-05T19:43:43.959Z,2021-09-04T15:23:13.263Z
dogeyield,dogy,DogeYield,0.00786802,7406049.0,20564.0,2779,https://assets.coingecko.com/coins/images/13734/large/dogy200px.png?1611266985,0.01765552,0.00733652,0.00047544,6.43133,425349.0,6.09322,941285001.1503961,1000000000.0,,0.00197911,296.57951,2021-04-12T09:15:55.930Z,2021-09-04T15:23:10.286Z
alphadex,dex,AlphaDex,112.76,7387303.0,28481.0,2780,https://assets.coingecko.com/coins/images/12949/large/AlphaDex.png?1603779030,,,,,1211876.0,19.62417,65515.09154253915,420000.0,420000.0,68.45,64.71966,2021-06-26T14:21:19.821Z,2021-09-03T19:21:53.984Z
yearn-finance-dot,yfdot,Yearn Finance DOT,583.4,7379980.0,7990.04,2781,https://assets.coingecko.com/coins/images/12791/large/logo_%2815%29.png?1602580328,799.49,571.59,-216.095755055413,-27.02909,-2733611.3014509715,-27.02909,12650.0,17431.25,17431.25,46.88,1144.45116,2021-04-02T18:58:05.591Z,2021-09-04T10:27:03.504Z
bitcoin-token,btct,BitcoinToken,0.498659,7349181.0,21141.0,2782,https://assets.coingecko.com/coins/images/9983/large/200x200_%281%29.png?1574326047,0.527854,0.464993,-0.029195700196,-5.53102,-430283.42375440616,-5.53102,14737903.8989537,21000000.0,,1.03957e-07,479678375.23414,2020-12-26T04:21:20.670Z,2021-09-04T14:22:53.437Z
meme-games,mgames,Meme Games,0.084014,7321077.0,136589.0,2783,https://assets.coingecko.com/coins/images/17906/large/MGames_logo_Coingecko.png?1629774967,0.086619,0.083487,-0.000497015831,-0.5881,-72523.62951819599,-0.9809,87140674.5548882,100000000.0,100000000.0,0.082356,2.01388,2021-09-03T05:06:11.079Z,2021-09-04T13:26:25.222Z
aditus,adi,Aditus,0.03068017,7259850.0,389333.0,2784,https://assets.coingecko.com/coins/images/1867/large/adi.png?1514446309,0.03094879,0.02975233,0.00038422,1.26821,82777.0,1.15335,236630000.0,1000000000.0,,0.00407757,634.42031,2020-02-14T07:59:48.025Z,2021-09-04T15:29:57.781Z
cockapoo,cpoo,Cockapoo,0.00049626,7235323.0,1636917.0,2785,https://assets.coingecko.com/coins/images/16852/large/CPOO-token-200.png?1625454102,0.00049794,0.00048932,3.53e-06,0.71622,76731.0,1.07188,14579732690.533325,100000000000.0,,0.00042033,18.0643,2021-08-08T20:41:55.946Z,2021-09-04T15:14:59.186Z
uptrennd,1up,Uptrennd,0.02300968,7164751.0,3173.31,2786,https://assets.coingecko.com/coins/images/8273/large/Uptrennd_Logo.png?1579334846,0.02274426,0.01664862,0.00636107,38.20778,1980708.0,38.20778,311379790.32127136,995554318.0,,0.00596613,285.67183,2021-08-02T08:00:50.945Z,2021-09-04T15:15:45.811Z
ether-kingdoms-token,imp,Ether Kingdoms Token,0.913119,7155468.0,7367476.0,2787,https://assets.coingecko.com/coins/images/5473/large/ether-kingdoms-token.png?1547394504,0.991896,0.881648,-0.011305969231,-1.22303,-103674.22753677145,-1.42819,7836292.3088957,13000000.0,,0.052129,1651.02626,2021-01-25T23:09:14.195Z,2021-09-04T15:23:37.648Z
sechain,snn,SeChain,0.00022235,7115164.0,28205.0,2788,https://assets.coingecko.com/coins/images/11961/large/2AsGMTeI_400x400.jpg?1596453536,0.00086441,0.00022163,-0.000639350915,-74.19648,-20459229.26905214,-74.19648,32000000000.0,39000000000.0,,3.072e-05,623.9999,2021-06-26T08:58:11.744Z,2021-09-04T15:24:27.168Z
kiwi-token,kiwi,KIWI Token,0.01556983,7103777.0,116628.0,2789,https://assets.coingecko.com/coins/images/10799/large/kiwi_256.png?1583736957,0.01565168,0.01546602,2.873e-05,0.18488,-12843.601445220413,-0.18047,456830000.0,7000000000.0,,0.00018268,8410.71643,2020-03-30T00:09:25.034Z,2021-09-04T15:34:35.501Z
sxtz,sxtz,sXTZ,384.44,7103339.0,7811.45,2790,https://assets.coingecko.com/coins/images/8863/large/sXTZ.png?1616150951,,,,,,,18476.9074588335,18476.9074588335,,51.48,646.78312,2019-10-24T00:00:00.000Z,2021-09-02T23:00:20.243Z
trollbox,tox,trollbox,0.01202337,7087185.0,143425.0,2791,https://assets.coingecko.com/coins/images/16903/large/trollbox-200.png?1625578606,0.01499944,0.01199543,-0.001834318792,-13.23683,-958051.9487369116,-11.90831,580561220.0,1000000000.0,5000000000.0,0.00721559,69.18192,2021-09-03T05:46:31.569Z,2021-09-04T15:33:36.273Z
deltachain,delta,DeltaChain,0.00084811,7074029.0,74395.0,2792,https://assets.coingecko.com/coins/images/5794/large/deltachain.png?1547041664,0.00108316,0.00061904,-2.5770883e-05,-2.94902,516202.0,7.87154,7500000000.0,7500000000.0,,2.78e-06,33850.69505,2019-12-18T20:34:46.039Z,2021-09-04T15:32:34.353Z
eltcoin,eltcoin,Eltcoin,0.078183,7036460.0,4223.12,2793,https://assets.coingecko.com/coins/images/1118/large/eltcoin.png?1547958349,,,,,,,90000000.0,100000000.0,,0.00229105,3312.53936,2020-04-05T17:42:50.842Z,2021-09-01T17:55:18.377Z
vsync,vsx,Vsync,0.03650069,7018380.0,5601.5,2794,https://assets.coingecko.com/coins/images/898/large/vsx.png?1574908211,0.03689401,0.03637436,-0.000393319254,-1.06608,-98606.44629877433,-1.38551,192280742.727414,192281312.727414,,1.647e-05,221487.13035,2020-01-07T22:35:29.113Z,2021-09-04T15:18:42.581Z
arion,arion,Arion,0.479675,6982588.0,5750.85,2795,https://assets.coingecko.com/coins/images/5503/large/arion.png?1547041254,0.516414,0.47874,-0.007878121007,-1.61585,-124215.89527884498,-1.74784,14556910.0,,,0.04480609,998.0804,2020-03-16T17:09:16.340Z,2021-09-04T15:23:15.142Z
bitsend,bsd,BitSend,0.220235,6978090.0,43.83,2796,https://assets.coingecko.com/coins/images/612/large/Bitsend.png?1558022047,0.227021,0.184559,-0.001474229665,-0.66494,-66301.34032372944,-0.94119,31684774.5010828,210000000.0,,0.01400265,1472.80838,2014-07-29T00:00:00.000Z,2021-09-04T13:02:01.180Z
glox-finance,glox,Glox Finance,1465.01,6985367.0,0.0,2797,https://assets.coingecko.com/coins/images/13312/large/glox_finance.png?1607395418,1465.01,1465.01,0.0,0.0,,,4768.130839739412,18000.0,,1177.36,24.43215,2021-07-12T06:51:58.213Z,2021-09-02T17:03:49.093Z
civitas,civ,Civitas,0.839112,6913047.0,21544.0,2798,https://assets.coingecko.com/coins/images/3548/large/civitas.png?1547038360,0.923311,0.767316,-0.084199509134,-9.1193,-716002.196064827,-9.38521,8235575.02667416,,,0.144127,482.41118,2020-07-21T04:48:19.633Z,2021-09-04T15:35:16.148Z
arepacoin,arepa,Arepacoin,0.400349,6876945.0,19.0,2799,https://assets.coingecko.com/coins/images/3623/large/arepacoin.png?1547038538,1.13,0.374292,-0.360765164838,-47.39959,447699.0,6.96348,17177363.5514384,60000000.0,,0.00259589,15322.44883,2020-12-05T07:56:20.658Z,2021-09-04T11:25:14.304Z
nevacoin,neva,NevaCoin,1.26,6848503.0,69.74,2800,https://assets.coingecko.com/coins/images/1421/large/nevacoin.png?1548086035,,,,,,,5431630.0,,,0.00147869,85168.6976,2020-11-26T20:59:01.251Z,2021-09-01T10:55:15.614Z
scorum,scr,Scorum,0.731541,6784771.0,175059.0,2801,https://assets.coingecko.com/coins/images/1881/large/scr.png?1547036190,0.75816,0.710453,-0.006963549822,-0.94293,-229310.77636430043,-3.26929,9487492.726,,,0.137961,417.67768,2021-06-27T14:16:07.512Z,2021-09-04T15:34:38.347Z
bitcoinote,btcn,BitcoiNote,0.522029,6751017.0,10748.45,2802,https://assets.coingecko.com/coins/images/4516/large/logo-200.png?1547039817,1.72,0.497702,-1.197242927982,-69.63663,-15540981.566895433,-69.71551,12932267.0,21000000.0,,0.03563373,1302.94098,2020-01-02T14:58:51.902Z,2021-09-04T15:27:50.964Z
wault-finance-old,wault,Wault Finance (OLD),8.62,6706838.0,1.12,2803,https://assets.coingecko.com/coins/images/14062/large/200x200.png?1618977223,8.59,8.59,0.02927225,0.34069,-521179145.011438,-98.72949,777931.7639,1000000.0,1000000.0,1.27,580.63633,2021-05-31T08:36:53.142Z,2021-09-04T05:56:16.226Z
smol,smol,smol,116.41,6402662.0,0.0,2804,https://assets.coingecko.com/coins/images/12695/large/blockfolio-gecko-smol-clean-up.png?1601867705,116.41,116.41,0.0,0.0,,,55000.0,55000.0,,96.43,20.72626,2021-08-30T13:30:20.982Z,2021-09-03T00:10:41.715Z
suretly,sur,Suretly,29.35,6385960.0,573252.0,2805,https://assets.coingecko.com/coins/images/914/large/suretly.png?1547034752,80.28,13.7,8.88,43.38861,2063851.0,47.751,217614.0,237614.0,,0.53306,5405.07538,2020-04-06T14:19:29.668Z,2021-09-04T09:39:27.696Z
veles,vls,Veles,3.68,6380441.0,6187.08,2806,https://assets.coingecko.com/coins/images/6813/large/veles.png?1547043116,5.67,3.7,-0.048126375632,-1.28944,1063069.0,19.99237,1420381.43342568,2500000.0,,0.253329,1673.21366,2019-02-14T00:00:00.000Z,2021-09-04T15:38:20.427Z
my-crypto-play,mcp,My Crypto Play,1.61,6372994.0,0.0,2807,https://assets.coingecko.com/coins/images/13570/large/Ysv6EyvR_400x400.jpg?1609845061,,,,,,,3968975.204772255,14084651.0,,0.770485,108.40144,2021-05-19T15:30:23.210Z,2021-09-02T11:16:41.476Z
updog,updog,UpDog,1.7535e-08,6366880.0,12921.8,2808,https://assets.coingecko.com/coins/images/15369/large/wKA2xZr.png?1620665433,1.7793e-08,1.6929e-08,3.73e-10,2.17519,82856.0,1.31851,364864052014747.44,1000000000000000.0,,1.5012e-08,16.29716,2021-07-30T10:36:02.013Z,2021-09-04T15:35:09.760Z
savenode,sno,SaveNode,0.03644116,6355078.0,6840.84,2809,https://assets.coingecko.com/coins/images/5948/large/SNO.png?1587542221,0.03711062,0.03660526,-0.000669461893,-1.80396,-93139.83211045712,-1.44443,174392874.001865,,,0.00412538,783.34161,2020-03-13T11:50:04.194Z,2021-09-04T14:36:12.513Z
swipp,swipp,Swipp,0.869715,6451269.0,1709.9,2810,https://assets.coingecko.com/coins/images/5875/large/Swipp.png?1547041787,,,,,,,7420528.83734638,14000000.0,,0.03306411,2530.3885,2019-10-28T08:57:08.686Z,2021-08-26T10:01:09.563Z
advanced-internet-block,aib,Advanced Integrated Blocks,0.657302,6340613.0,505038.0,2811,https://assets.coingecko.com/coins/images/1337/large/AIB_logo.png?1550458467,0.665287,0.653082,-0.007264354017,-1.0931,-70075.03201251384,-1.0931,9646423.04776762,31415926536.0,,0.00896457,7228.80453,2020-11-21T10:39:58.741Z,2021-09-04T15:28:08.069Z
emrals,emrals,Emrals,0.933754,6321548.0,146756.0,2812,https://assets.coingecko.com/coins/images/5840/large/fpbLIuUW_400x400.jpg?1547041721,0.958893,0.93007,-0.009748846454,-1.03326,-139145.2962737959,-2.15372,6770033.50030959,25000000.0,,0.01348511,6808.54691,2019-03-27T00:00:00.000Z,2021-09-04T15:29:58.054Z
yearn-finance-bit,yfbt,Yearn Finance Bit,1385.57,6235060.0,235103.0,2813,https://assets.coingecko.com/coins/images/12551/large/logo-200x200.png?1600681308,1823.38,996.67,326.7,30.85375,1484490.0,31.24868,4500.0,4500.0,,191.0,473.91292,2021-03-21T18:24:18.687Z,2021-09-04T15:22:45.398Z
rupaya,rupx,Rupaya,0.073858,6187021.0,8.86,2814,https://assets.coingecko.com/coins/images/2656/large/Rupaya-coin.png?1547036843,0.073858,0.073858,0.0,0.0,63928.0,1.04405,83768737.5,100000000.0,,0.00239857,2979.26928,2019-10-07T00:00:00.000Z,2021-09-03T16:00:25.938Z
worldcore,wrc,Worldcore,0.03470951,6181879.0,165.8,2815,https://assets.coingecko.com/coins/images/1358/large/worldcore.png?1548761189,0.03470951,0.03470951,0.0,0.0,0.0,0.0,178103291.0,245209299.0,,0.00247096,1304.69579,2019-11-07T07:34:11.948Z,2021-09-03T16:01:14.802Z
deepcloud-ai,deep,DeepCloud AI,0.196885,6111501.0,101386.0,2816,https://assets.coingecko.com/coins/images/4549/large/Deepcloud.png?1564168501,0.22907,0.134906,-0.029888702539,-13.17996,-2947983.951869935,-32.5403,39890468.09131766,200000000.0,,0.00389644,3831.50079,2020-04-12T17:09:29.709Z,2021-09-04T15:34:28.045Z
geysercoin,gsr,GeyserCoin,3.86,6092446.0,1097.02,2817,https://assets.coingecko.com/coins/images/816/large/geysercoin.png?1548127012,3.99,3.86,-0.125942360359,-3.15747,-212248.14441171847,-3.36651,1577225.06954981,4500000.0,,0.146034,2545.1095,2018-04-02T00:00:00.000Z,2021-09-04T14:36:12.708Z
bezant,bznt,Bezant,0.01291341,6060271.0,20354.0,2818,https://assets.coingecko.com/coins/images/3825/large/bezant.png?1546240528,0.027385,0.01108968,-0.010822362116,-45.59516,-5784367.6714885635,-48.83532,467120000.0,1000000000.0,,0.00624158,106.72667,2021-07-23T16:29:13.926Z,2021-09-04T15:38:32.289Z
theresa-may-coin,may,Theresa May Coin,0.060303,6031346.0,0.603026,2819,https://assets.coingecko.com/coins/images/755/large/theresa_may_coin.png?1547034500,,,,,,,100018000.0,100000000.0,,0.00242511,2386.59328,2019-02-08T00:00:00.000Z,2021-09-01T18:00:28.107Z
bundle-dao,bdl,Bundle Dao,0.082926,5976213.0,39876.0,2820,https://assets.coingecko.com/coins/images/16219/large/bundle_logo_listing.png?1623677932,0.084285,0.080395,-0.001358625255,-1.61195,-97911.62284329068,-1.61195,72066688.3381812,97934439.7017857,210000000.0,0.080395,3.1484,2021-09-04T14:30:26.780Z,2021-09-04T15:19:24.085Z
sf-capital,sfcp,SF Capital,0.080673,5971445.0,2426.26,2821,https://assets.coingecko.com/coins/images/6239/large/36952079_1621155091328297_7456989147790573568_n.jpg?1547042274,0.051705,0.051023,0.0289675,56.02409,2186595.0,57.7723,74020422.13280782,100000000.0,,0.00056058,14290.94447,2020-01-09T12:29:23.358Z,2021-09-04T13:52:32.869Z
truegame,tgame,Truegame,0.068514,5936997.0,165977.0,2822,https://assets.coingecko.com/coins/images/2974/large/tgame.png?1518620605,0.069586,0.066219,0.00088156,1.30345,65852.0,1.12162,86653264.0,101945017.0,,0.00390705,1603.32419,2021-06-06T14:43:06.050Z,2021-09-04T15:29:56.399Z
payfair,pfr,Payfair,0.066235,5894905.0,1.32,2823,https://assets.coingecko.com/coins/images/1290/large/payfair.png?1548330817,0.066618,0.06589,0.00034474,0.5232,-13067708.542523261,-68.91302,88999687.0,,,3.757e-05,176181.69514,2018-02-07T00:00:00.000Z,2021-09-04T09:01:25.947Z
waterdrop,wdp,WaterDrop,1500.89,5928510.0,0.0,2824,https://assets.coingecko.com/coins/images/13185/large/QhKzNey.png?1606084418,1500.89,1500.89,0.0,0.0,,,3950.0,3950.0,,705.58,112.71606,2021-01-16T19:15:31.774Z,2021-09-02T16:15:08.748Z
yunex,yun,YunEx Yun Token,0.064963,5784015.0,195550.0,2825,https://assets.coingecko.com/coins/images/5381/large/YunEx-logo.jpg?1547040989,0.065592,0.058189,0.00668067,11.46266,582334.0,11.19511,89036001.9825,303000000.0,,0.01576933,315.946,2020-11-08T20:28:13.486Z,2021-09-04T15:31:06.962Z
fruit,fruit,Fruit,0.289154,5760174.0,3104065.0,2826,https://assets.coingecko.com/coins/images/16900/large/FRUIT.png?1625570912,0.298715,0.287557,-0.005892342985,-1.99709,-134234.41672402434,-2.27732,19906997.975067176,155269845.517668,999900000000.0,0.272414,6.21858,2021-09-03T01:02:40.107Z,2021-09-04T15:33:07.926Z
interfinex-bills,ifex,Interfinex Bills,0.00437628,5719062.0,1711511.0,2827,https://assets.coingecko.com/coins/images/13346/large/U6uYZry.png?1607662020,0.00551104,0.00389646,-0.001133364144,-20.57056,-1514447.7592642875,-20.93656,1310767500.0,2100000000.0,2100000000.0,0.00164705,165.56564,2021-08-24T15:39:57.908Z,2021-09-04T15:34:35.963Z
cherry,cherry,Cherry,0.993196,5647400.0,0.0,2828,https://assets.coingecko.com/coins/images/12125/large/clubcherry-2-scaled-uai-516x516.jpg?1597463169,,,,,,,5686085.6435,10000000.0,10000000.0,0.513144,93.55121,2021-06-25T16:18:20.081Z,2021-09-02T11:16:54.073Z
dreamcoin,drm,Dreamcoin,2.12,5642703.0,1905.36,2829,https://assets.coingecko.com/coins/images/3089/large/Dreamcoin_wwwd.jpg?1547957874,2.13,2.1,-0.006447647117,-0.30363,-102250.85546385404,-1.77984,2665346.50177315,,,0.051449,4014.8411,2020-09-06T02:27:07.290Z,2021-09-04T15:00:59.642Z
holderswap,hfs,HolderSwap,13.02,5570623.0,172975.0,2830,https://assets.coingecko.com/coins/images/15332/large/200x200_dark.png?1620576541,14.45,12.98,-1.432147400901,-9.90987,-594111.7135732034,-9.63726,427864.878505,655226.871092,655226.871092,12.98,0.31946,2021-09-04T00:17:18.958Z,2021-09-04T14:42:49.896Z
photon,pho,Photon,0.00013482,5568996.0,0.662634,2831,https://assets.coingecko.com/coins/images/3627/large/photon.png?1548331057,8.484e-05,8.484e-05,4.998e-05,58.91326,-62726.69437736552,-1.11381,41307437644.2071,90000000000.0,,2.28e-10,59046119.79904,2019-08-11T00:00:00.000Z,2021-09-04T15:19:19.857Z
guncoin,gun,Guncoin,0.01687884,5524188.0,124.59,2832,https://assets.coingecko.com/coins/images/2624/large/guncoin.png?1547036780,0.01779093,0.01511113,-7.7822295e-05,-0.45895,13337.19,0.24202,327284828.0,500000000.0,,0.00071905,2247.39617,2021-02-28T03:49:22.426Z,2021-09-04T15:20:26.729Z
cpuchain,cpu,CPUchain,0.09907,5397495.0,85062.0,2833,https://assets.coingecko.com/coins/images/9078/large/1000px.png?1564023242,0.105184,0.073036,0.01616333,19.49574,866693.0,19.1289,54552425.0047002,105000000.0,,0.00682015,1350.6421,2020-02-25T07:28:51.316Z,2021-09-04T15:34:26.722Z
metawhale-btc,mwbtc,MetaWhale BTC,7.67,5373311.0,164942.0,2834,https://assets.coingecko.com/coins/images/13926/large/mwBTC-gecko-light_1.png?1617276456,8.03,8.03,-0.358449793402,-4.46497,76283.0,1.4401,700599.426096984,1263549.41912987,1461500.0,4.11,86.56069,2021-08-26T08:51:03.134Z,2021-09-04T03:22:50.184Z
swirge,swgb,Swirge,0.138234,5371759.0,2189554.0,2835,https://assets.coingecko.com/coins/images/12879/large/swirge_logo.png?1603250039,0.145284,0.138031,-0.006585426105,-4.54734,-230387.64094676543,-4.11249,38843817.93452351,80000000.0,,0.02853012,384.69151,2021-07-27T16:52:10.034Z,2021-09-04T15:32:39.848Z
