title,description,url,pub_date,source,photo_url,summary,read_time
"El Salvador President Buys Bitcoin Dip But Rules Out 'ANY KIND OF REFORM' On Abortion Rights, Same-Sex Ma - Benzinga","El Salvador’s President and Bitcoin (CRYPTO: BTC) bull Nayib Bukele has decided not to propose reforms related to what he described as the “right to life” or marriage equality.

What Happened: The Salvadoran president, in a Facebook post, said the proposed reforms to be sent to the country’s Congress will not decriminalize abortion, legalize same-sex marriage, or permit euthanasia, as reported by Reuters.

See Also: How To Buy Bitcoin (BTC)

""I have decided, to dispel ANY DOUBT, NOT TO PROPOSE ANY KIND OF REFORM TO ANY ITEMS RELATED TO the RIGHT TO LIFE (from the moment of conception), to marriage (keeping only the original design, A MAN AND A WOMAN) or to euthanasia,"" Bukele is reported to have written on his Facebook page.

The measures were sent to Bukele by the country’s Vice President Felix Ulloa and include extension and early termination of the presidential term and the formation of a new body to replace the current electoral tribunal, as per Reuters.

The president did not mention any plans to extend his term and did not say when these would be sent to Congress.

Why It Matters: Reuters noted that El Salvador has some of the strictest anti-abortion laws in the Americas.

Read Next: El Salvador Adopting Bitcoin Is ""An Inadvisable Shortcut"": International Monetary Fund

Meanwhile, in the early hours of Monday, Bukele dished out what he termed “Presidential advice” on Twitter, saying “they can never beat you if you buy the dips.”

The president announced El Salvador purchased 150 new BTC ratcheting up the country’s holdings to 700 BTC.

We just bought the dip. 150 new coins! El Salvador now holds 700 coins.#Bitcoin — Nayib Bukele (@nayibbukele) September 20, 2021

A single BTC at press time cost $45,788.07, the cryptocurrency fell 4.71% over 24 hours. This means El Salvador now holds $32.05 million worth of BTC.

Crypto Twitter noted the president’s stance on issues surrounding LGBTQ rights and abortion.

While crypto twitter gushes over @nayibbukele I wanted to remind everyone on two of his political views that stand out: Gay marriage – very opposed

Aborton – opposed even for rape and incest victims I'm an adult, so I give him credit for a bold stance on $btc but that is all. — Jay Smith (@jaynemesis) June 7, 2021

Congratulations @nayibbukele on the acceptance of #Bitcoin but what about gay marriage and abortion right? — Martian BTC (@MartianBtc) June 6, 2021

Last week, the Salvadorian capital saw riots on its independence day where protestors set fire to a BTC ATM, as per Decrypt.

Bukele, who was among the 100 most influential people chosen by Time, has been accused of brooking “no criticism or opposition” by the Mexican journalist Daniel Lizárraga who claims to have been expelled from El Salvador.

Read Next: Power Of 'Hodling:' 9-Year Old Dormant Bitcoin Wallet Springs Into Action As Its Value Surges 345618%

Photo: Courtesy of PresidenciaSV via Wikimedia",https://www.benzinga.com/markets/cryptocurrency/21/09/23005108/el-salvador-president-buys-bitcoin-dip-but-rules-out-any-kind-of-reform-on-abortion-rights,2021-09-20 06:22:00,Benzinga,https://cdn2.benzinga.com/files/imagecache/og_image_social_share_1200x630/images/story/2012/presidente_nayib_bukele.jpeg?width=720,"El Salvador’s President and Bitcoin (CRYPTO: BTC) bull Nayib Bukele has decided not to propose reforms related to what he described as the “right to life” or marriage equality.
Why It Matters: Reuters noted that El Salvador has some of the strictest anti-abortion laws in the Americas.
El Salvador now holds 700 coins.#Bitcoin — Nayib Bukele (@nayibbukele) September 20, 2021A single BTC at press time cost $45,788.07, the cryptocurrency fell 4.71% over 24 hours.
This means El Salvador now holds $32.05 million worth of BTC.
— Jay Smith (@jaynemesis) June 7, 2021Congratulations @nayibbukele on the acceptance of #Bitcoin but what about gay marriage and abortion right?",2 min read
Cardano (ADA) Plunges 11.4% Within A Week: What`s Going On? – Own Snap - Own Snap,"Cardano price today is $2.18 USD with a 24-hour trading volume of $3,206,122,535 USD. Cardano is down 7.88% in the last 24 hours. The current Coin Market Cap ranking is #3, with a live market cap of $69,721,433,404 USD. It has a circulating supply of 32,038,100,544 ADA coins and a max. supply of 45,000,000,000 ADA coins. Cardano is a project created to democratize the turnover of finance and introduce a cryptocurrency economy. At the moment, there is a decrease in the price of a cryptocurrency, but this situation will not last long. As we know the capitalization amounts in the billions of dollars, this indicates the prospects for investing in ADA. Given the global plans of the project developers to improve it and the fact that some of them have already been implemented, the future of Cardano is quite optimistic. Perhaps in a few years, it will be possible to carry out full-fledged non-cash payments with this coin, and the official wallet (Daedalus Wallet) will be used to store various types of cryptocurrencies. In any case, now is the right time to invest in this project.

Finance and Business reporter Related: Ethereum`s Sandbox (SAND) Token Plunges 13.25% Today: Will It Continue To Fall? After graduating high school. Lora decided to travel and blog as a part-timer. Today she enjoys what she loves and works remotely as our finance and business reporter",https://ownsnap.com/cardano-ada-plunges-11-4-within-a-week-whats-going-on/,2021-09-20 06:03:46,Own Snap,https://ownsnap.com/wp-content/uploads/2019/07/cropped-20190710_134819-32x32.png,"Cardano price today is $2.18 USD with a 24-hour trading volume of $3,206,122,535 USD.
The current Coin Market Cap ranking is #3, with a live market cap of $69,721,433,404 USD.
It has a circulating supply of 32,038,100,544 ADA coins and a max.
Cardano is a project created to democratize the turnover of finance and introduce a cryptocurrency economy.
As we know the capitalization amounts in the billions of dollars, this indicates the prospects for investing in ADA.",1 min read
ETH/USD: Past Week of Nervousness Creating Short-Term Worry - DailyForex.com,"ETH/USD is trading around the 3200.00 vicinity as of this morning in rather fast conditions. ETH/USD skidded to nearly 3146.00 in late night trading and is certainly challenging important mid-term support levels. The past week of trading has seen Ethereum produce some steady values, but incrementally it has not been able to achieve a steady climb and has definitely faced plenty of reversals lower.

On the 16th of September, ETH/USD did climb to a high of nearly 3680.00, after testing a low of approximately 3100.00 on the 13th of September. These values are underscored to acknowledge ETH/USD remains a volatile speculative asset even if it is the number two ranked cryptocurrency regarding market capitalization. The price range between the 13th and 16th, also illustrates the lows and highs for ETH/USD which are still capable of being tested in the short term if the current range holds.

However, the broad cryptocurrency market has shown a nervous trend the past few weeks after hitting rather alluring values early in September. ETH/USD led the charge and outperformed most of its counterparts late in August and into the first week of this month, but since then a rather lackluster technical trend for bullish speculators have been produced.

Traders who have had the ability to sell ETH/USD the past couple of weeks and withstood its reversals, and remain bearish may have a reason technically to continue pursuing downside momentum. If the current price range of ETH/USD falters and the 3175.00 to 3150.00 levels are challenged, there is reason to suspect the 3100.00 mark can be legitimately tested. Targeting these values must be done using a limited amount of leverage because it is very ambitious, and a move in the opposite direction could be extremely costly.

ETH/USD does appear to be caught in a rather strong storm which is producing headwinds temporarily. If a speculator decides to sell ETH/USD they may want to look for slight reversals higher, but a better approach may be to wait for Ethereum to actually trigger support levels below. Entering a limit order which sells on growing bearish momentum near the 3175.00 level and using support ratios beneath as take profit targets could prove to be a worthwhile wager in the short term.

Ethereum Short-Term Outlook

Current Resistance: 3262.00

Current Support: 3146.00

High Target: 3375.00

Low Target: 3062.00",https://www.dailyforex.com/forex-technical-analysis/2021/09/ethusd-past-week-of-nervousness-creating-short-term-worry-september-20-2021/168253,2021-09-20 05:57:56,DailyForex.com,https://dailyforex.com/files/stockphotos1/currencies/cryptocurrency/ethereum/ethereum (1).jpeg,"ETH/USD is trading around the 3200.00 vicinity as of this morning in rather fast conditions.
ETH/USD skidded to nearly 3146.00 in late night trading and is certainly challenging important mid-term support levels.
The past week of trading has seen Ethereum produce some steady values, but incrementally it has not been able to achieve a steady climb and has definitely faced plenty of reversals lower.
These values are underscored to acknowledge ETH/USD remains a volatile speculative asset even if it is the number two ranked cryptocurrency regarding market capitalization.
However, the broad cryptocurrency market has shown a nervous trend the past few weeks after hitting rather alluring values early in September.",2 min read
Ransomware Attacks Growing More Sophisticated - Security Boulevard,"Cybercriminals attacked with gusto in the first half of 2021 and attacks show no signs of slowing down. In just the first half of the year, malicious actors exploited dangerous vulnerabilities across different types of devices and operating systems, leading to major attacks that shut down fuel networks and extracted millions from enterprises.

These were among the results of a midyear security roundup from Trend Micro, which detected 7.3 million ransomware threats in the first six months of 2021. Despite the high-profile coverage ransomware has so far received, detections actually decreased by 50% year-over-year.

However, the attacks that occurred in the first half of 2021 were highly sophisticated, targeted and complex, making them more detrimental to victims.

Ransomware Targeted Banking

The banking industry was disproportionately affected, experiencing a 1,318% year-over-year increase in ransomware attacks in the first half of 2021, while other industries that found themselves under heavy fire included government and manufacturing.

Timur Kovalev, chief technology officer at Untangle, a provider of network security for SMBs, explained that cybercriminals have found their “sweet spot” with government, manufacturing, banking and critical infrastructure.

“Previous ransomware attacks stole or accessed data and held that hostage while demanding a ransom and threatening to leak or sell the data,” he said. “Malicious actors have recently targeted specific companies where they can cause severe disruption to services and society, in general, knowing these entities will pay the ransom to get services up and running as soon as possible.”

Kovalev pointed out that ransomware attacks are increasing because companies are paying the ransom.

“It’s been reported that JBS paid $11 million in ransom. The Colonial Pipeline also paid a $4.4 million ransom, although a good portion has been returned,” he said. “Cybercriminals see the large payouts and it encourages them to strike more often and at larger, more lucrative targets.”

Stefano De Blasi a cyberthreat intelligence analyst at Digital Shadows, a provider of digital risk protection solutions, agreed that attacks aimed at government, manufacturing and banking organizations are getting more frequent and intense due to the potential for high payout.

“You have to remember that cybercriminals’ top priority is simply to get paid at the end of an offensive operation,” he said. “They are able to monetize more effectively when targeted organizations hold sensitive information and cannot afford any downtime due to production needs.”

In the past 18 months, De Blasi noted, ransomware operations have become more frequent and profitable than ever. Within this timeframe, a few ransomware groups managed to establish well-organized ransomware-as-a-service (RaaS) programs and become renowned players in the threat landscape, he noted.

“On the other hand, although we’ve observed dozens more smaller ransomware groups appearing on the scene, these groups often struggle to establish long-lasting operations when competing with the technical and financial resources of established RaaS programs,” he said.

Kovalev explained that when it comes to cryptocurrency miners—which have become the most-detected type of malware, according to the Trend Micro report—hackers have taken to requesting payment in the form of cryptocurrency because they can transport vast amounts of money across international boundaries in seconds.

“The ease and quickness of transactions, coupled with lack of traceability, have made it the go-to solution for ransomware hackers,” he said. “Because the cryptocurrency exchanges often take place overseas, governmental regulatory power and law enforcement of the transactions is limited.”

In addition, many of these cyber thieves live outside of the U.S. in countries like Russia, making it even more difficult to trace them or catch them in the act.

Lowering the Barrier to Entry

De Blasi added that not only is this malware relatively cheap and easy to use, but some listings also offer the opportunity to have the malware already installed on a victim’s machine.

“This mechanism has increasingly lowered the barrier to entry and caused many inexperienced threat actors to use this malware as a side gig,” he said. “Unsurprisingly, security professionals often detect these unsophisticated actors because of their inability to cover their tracks.”

Kovalev noted that while ransomware attacks continue and the ransom amounts demanded increase, there are several defensive moves companies and governments can make to help prevent ransomware attacks in the future.

“First and foremost, companies should not pay the ransom,” he said. “Law enforcement agencies encourage organizations not to pay fees to cybercriminals, as it encourages more attacks.”

Kovalev also called for more consistent policies for international cooperation.

“It’s time to recognize that this is an international issue and that the most effective way to stop ransomware is by developing a global solution,” he said. “Business and government leaders must work together to readily share information, develop prosecution agreements for cybercriminals and impose sanctions against rogue nations that harbor cyber pirates.”

He added that to combat attacks, large corporations that could be targeted may begin to add cryptocurrency and blockchain specialists to their security teams.

“Those with investigative and tracing skills may soon be in high demand for law enforcement and businesses,” he said.

De Blasi said security teams can increase the robustness of their defensive strategies by making themselves a difficult target.

“Cybercriminals are typically opportunistic, financially-motivated actors who target low-hanging fruit,” he said. “Therefore, by following basic cybersecurity hygiene best practices and sticking to their threat model, security teams have more chances to adopt a proactive and agile posture that would place them in a much better position.”

He warned that cybercriminals are constantly improving and updating their tactics, techniques and procedures (TTPs) to stay one step ahead of security professionals, and have now reached an “impressive” level of sophistication in their operations.

“Keeping pace with threat actors is a daunting task for every security team and can often result in a whack-a-mole game,” De Blasi said.",https://securityboulevard.com/2021/09/ransomware-attacks-growing-more-sophisticated/,2021-09-20 06:09:26,Security Boulevard,https://securityboulevard.com/wp-content/uploads/2019/11/canstockphoto27773385.jpg,"Cybercriminals attacked with gusto in the first half of 2021 and attacks show no signs of slowing down.
However, the attacks that occurred in the first half of 2021 were highly sophisticated, targeted and complex, making them more detrimental to victims.
Ransomware Targeted BankingThe banking industry was disproportionately affected, experiencing a 1,318% year-over-year increase in ransomware attacks in the first half of 2021, while other industries that found themselves under heavy fire included government and manufacturing.
“Previous ransomware attacks stole or accessed data and held that hostage while demanding a ransom and threatening to leak or sell the data,” he said.
“Unsurprisingly, security professionals often detect these unsophisticated actors because of their inability to cover their tracks.”Kovalev noted that while ransomware attacks continue and the ransom amounts demanded increase, there are several defensive moves companies and governments can make to help prevent ransomware attacks in the future.",4 min read
"El Salvador ranks third in global Bitcoin ATM installations, data finds By Cointelegraph - Investing.com","El Salvador ranks third in global Bitcoin ATM installations, data finds

Cryptocurrency 30 minutes ago (Sep 20, 2021 02:00AM ET)

El Salvador ranks third in global Bitcoin ATM installations, data finds El Salvador now hosts the third-largest network of crypto ATMs after the United States and Canada, amounting to 70% of all crypto ATMs in South America. According to data from Coin ATM Radar, El Salvador has exceeded United Kingdom’s crypto ATM count after deploying 205 crypto ATMs to date to facilitate local transactions and BTC to U.S. dollar conversions. Continue Reading on Coin Telegraph

El Salvador ranks third in global Bitcoin ATM installations, data finds

Related Articles",https://www.investing.com/news/cryptocurrency-news/el-salvador-ranks-third-in-global-bitcoin-atm-installations-data-finds-2620310,2021-09-20 06:00:00,Investing.com,https://i-invdn-com.investing.com/news/LYNXMPEDA611J_L.jpg,"El Salvador ranks third in global Bitcoin ATM installations, data findsCryptocurrency 30 minutes ago (Sep 20, 2021 02:00AM ET)El Salvador ranks third in global Bitcoin ATM installations, data finds El Salvador now hosts the third-largest network of crypto ATMs after the United States and Canada, amounting to 70% of all crypto ATMs in South America.
According to data from Coin ATM Radar, El Salvador has exceeded United Kingdom’s crypto ATM count after deploying 205 crypto ATMs to date to facilitate local transactions and BTC to U.S. dollar conversions.
Continue Reading on Coin TelegraphEl Salvador ranks third in global Bitcoin ATM installations, data findsRelated Articles",1 min read
PetKingdom (PKD) Moves Up 13.10% For Today: Will It Continue To Rise? – Own Snap - Own Snap,"PetKingdom price today is $0.311724 USD with a 24-hour trading volume of $448,658 USD. PetKingdom is up 13.10% in the last 24 hours. The current Coin Market Cap ranking is #3167, with a live market cap of not available. The circulating supply is not available and the max. supply is not available. PetKingdom (PKD) is a cryptocurrency token created on the Binance Smart Chain. Players can spend $PKD NFT to purchase one or more incubators that help unlock the character. Then players can go on adventures and take part in battles. On the Pet Kingdom trading platform, players can exchange their $PKD NFS issue for ERC-721. In the first issue of the original card, there will be 5,600,000 additional tokens evenly distributed across five cards. Each card has only 1,120,000 bonus tokens and will be launched gradually. This means that players must arrive at the battle early to earn prizes. However, the prize pool can still be increased by the subsequent purchase of the Incubator by the player, but the percentage is still evenly distributed across all cards.

Finance and Business reporter After graduating high school. Lora decided to travel and blog as a part-timer. Today she enjoys what she loves and works remotely as our finance and business reporter",https://ownsnap.com/petkingdom-pkd-moves-up-13-10-for-today-will-it-continue-to-rise/,2021-09-20 05:42:52,Own Snap,https://ownsnap.com/wp-content/uploads/2019/07/cropped-20190710_134819-32x32.png,"PetKingdom price today is $0.311724 USD with a 24-hour trading volume of $448,658 USD.
PetKingdom (PKD) is a cryptocurrency token created on the Binance Smart Chain.
Players can spend $PKD NFT to purchase one or more incubators that help unlock the character.
On the Pet Kingdom trading platform, players can exchange their $PKD NFS issue for ERC-721.
Today she enjoys what she loves and works remotely as our finance and business reporter",1 min read
Algorand-Based Xfinite (XET) To Launch on MEXC Global - Benzinga - Benzinga,"Singapore , Sept. 20, 2021 (GLOBE NEWSWIRE) -- ZEX, MEXC Global is delighted to announce that Xfinite (XET) will launch in its innovation zone. Xfinite runs on the Algorand blockchain, which is already a strategic partner of the MEXC exchange.



MEXC listed the XET / USDT pair on September 15 at 19:00 UTC+8. The minimum price unit is 0.00001 (5 digits), while the minimum quantity unit is 0.01 (2 digits).

The MEXC team will allow users to place sell orders between 18:30-19:00. No buy orders will be permitted until the official trading time (19:00 UTC+8).

The strategic partnership will enable MEXC to incubate projects and offer investment support, as well as other resources to develop the ecosystem.

Xfinite is Revolutionizing Digital Media

Xfinite is an entertainment ecosystem that aims to introduce the next generation of digital media. The platform has developed new solutions to cater to modern customers by re-establishing parity between digital content producers, viewers, and publishers.

The project focuses on tapping blockchain technology to develop new use cases in the media industry. It has integrated blockchain-based solutions on Algorand to foster data-driven engagement, customer experience, and viewer-based rewards innovations.

Xfinite solutions aim to re-establish transparency and trust in the digital media space. The ecosystem functions around XET, the utility token that serves as the native currency and governance mechanism for the community.

Stakeholders such as content producers, viewers, and influencers use XET to access all the ecosystem's services and economic incentives.

Xfinite recently launched Mzaalo , a streaming service built on Algorand that offers more than 15,000 hours of entertaining content. The decentralized app boasts enhanced social engagement features and positive economic incentives that create new markets where participants can authenticate content.

The Xfinite team opted to build on Algorand, as the blockchain offers a scalable, trustable, and decentralized solution to accommodate the media platform's accelerating adoption.

Xfinite has forged partnerships with multiple global corporations such as SpiceJet, Eros Now, and Microsoft, allowing it to drive innovation and reach millions of new users. The platform's launch on MEXC will give it access to the Singapore-based exchange's growing user base of over six million customers.

About Xfinite

Xfinite is a blockchain-based platform designed to re-establish trust between consumers, content creators, and publishers. The Xfinite ecosystem helps the media and entertainment industry combat advertising fraud by increasing transparency and creating a new habit of engagement. Xfinite has established various partnerships with global corporations in order to drive innovation and create new use cases for blockchain technology. Recent partnerships include those with Dailyhunt, which has 280 million active users; SpiceJet which annually flies +60 million passengers across India; and Eros Now which has 36.2M paying subscribers and 216M registered users.



MEXC Global: A Leading Crypto Trading Platform

MEXC Global is a cryptocurrency exchange offering one-stop crypto-related services, including margin and spot trading. The centralized exchange boasts a core team of experienced professionals who have worked in world-class financial companies.

The platform offers the most comprehensive marketplace where participants come together to manage crypto holdings, trade, hedge risks, and develop strategies to maximize yields.

Formerly known as MXC, the leading exchange recently rebranded to MEXC Global as it embarks on achieving its goal of global adoption. The exchange is known for its pursuit of global compliance, which has enabled it to expand its world-class services to over 70 countries.

Users on MEXC enjoy a seamless and limitless trading experience, with transaction-matching technology used to maximize earnings from each trade. The global platform also guarantees optimal data integrity, enhanced performance, and high speeds of up to 1.4 million TPs.

Media Contact -

Contact name — Alson, CMO

Email — alson.liu@mexc.com

Company — MEXC Global

Source Link



",https://www.benzinga.com/pressreleases/21/09/g23005072/algorand-based-xfinite-xet-to-launch-on-mexc-global,2021-09-20 06:01:00,Benzinga,https://cdn.benzinga.com/files/imagecache/og_image_social_share_1200x630/sites/all/themes/bz2/images/bz-icon.png,"Singapore , Sept. 20, 2021 (GLOBE NEWSWIRE) -- ZEX, MEXC Global is delighted to announce that Xfinite (XET) will launch in its innovation zone.
Xfinite runs on the Algorand blockchain, which is already a strategic partner of the MEXC exchange.
Xfinite is Revolutionizing Digital MediaXfinite is an entertainment ecosystem that aims to introduce the next generation of digital media.
MEXC Global: A Leading Crypto Trading PlatformMEXC Global is a cryptocurrency exchange offering one-stop crypto-related services, including margin and spot trading.
Formerly known as MXC, the leading exchange recently rebranded to MEXC Global as it embarks on achieving its goal of global adoption.",3 min read
Iranian expert talks electricity prices for industrial sector - Trend News Agency,"If You already have a subscription, please log in:

If You do not have a subscription, then You can get it clicking on this button:",https://en.trend.az/business/energy/3486411.html,2021-09-20 05:54:00,Trend News Agency,https://cdn.trend.az/2020/07/23/energy_230720.jpg,"If You already have a subscription, please log in:If You do not have a subscription, then You can get it clicking on this button:",1 min read
Collective investment schemes requires 100% custody – SEC - Nairametrics,"The Securities and Exchange Commission (SEC) announced that all Collective Investment Schemes in Nigeria must require 100% custody requirements and commenced policies to implement the rules.

This was disclosed in a statement by the Director-General of the SEC, Mr Lamido Yuguda in Lagos on Sunday.

The SEC said the custody requirement must cover all funds and portfolios being managed by registered Fund/Portfolio Managers, adding that clients who are managed under discretionary and non-discretionary mandates were to be held under independent custodial agreement, including, Mutual Funds authorised for public offering.

What the SEC boss said

Yuguda said, “For example, we have the collective business sector where you have the fund managers.

“We have a dichotomy between public funds, which are funds that are publicly traded, and you can see the unique values on the stock exchange and in newspapers daily.

“There are also private, which are investment agreements between fund managers and specific investors.

“A lot of these funds in the privately-held fund management mandates are in our custody.

“The investment manager before now did not only have the investment management responsibility for the fund, but also kept the securities and cash as whole shares in this investment.

“The risk is that if the investment manager should go bust, then the investor loses and that is not acceptable in financial markets around the world.”

He said that the introduction of total custody in that sector will lead to a massive uptake of these kinds of products, adding that the SEC has released regulations recently in this area for the different types of fund managers, and that the sector is now becoming increasingly attractive to investors and is also receiving the attention of the commission.

Yuguda also stated that with the new 100% custody requirement in the CIS sector, investors in the capital markets will be confident that their investments are safe, which will lead to growth in the sector, including other policies to protect investors, which the SEC is working on.

“We have a Fintech division in the commission that was set up purposefully to understand these new types of investment structures and to collaborate with Fintech firms that wish to register as capital market operators and offer services to the investing public,” he added.

“This is a developing area, and we intend to issue new regulations from time to time,” he said.

In case you missed it

Nairametrics reported earlier this month that the Securities and Exchange Commission (SEC) said that it has set up a Fintech division to study cryptocurrency investments and products in order to help it initiate policies that will help regulate the sector.

The SEC boss also added last week that the SEC has supported and acquired the emergence of various technology-driven innovations around market operations and products some of which include Fintech, Digital Assets and Crowdfunding, through the development of a regulatory framework to galvanize these activities while focusing on managing the risk inherent in the products and activities in-line with our mandate of market development and investor protection.",https://nairametrics.com/2021/09/20/collective-investment-schemes-requires-100-custody-sec/,2021-09-20 05:30:39,Nairametrics,https://i2.wp.com/nairametrics.com/wp-content/uploads/2020/06/Lamido-Yuguda-1.jpeg?fit=900%2C569&ssl=1,"The Securities and Exchange Commission (SEC) announced that all Collective Investment Schemes in Nigeria must require 100% custody requirements and commenced policies to implement the rules.
This was disclosed in a statement by the Director-General of the SEC, Mr Lamido Yuguda in Lagos on Sunday.
What the SEC boss saidYuguda said, “For example, we have the collective business sector where you have the fund managers.
“We have a dichotomy between public funds, which are funds that are publicly traded, and you can see the unique values on the stock exchange and in newspapers daily.
“The investment manager before now did not only have the investment management responsibility for the fund, but also kept the securities and cash as whole shares in this investment.",2 min read
Ripple Vs SEC: The Settlement is Still a No Go for Ripple! High Hopes on Gensler - Coinpedia,"Ripple Vs SEC: The Settlement is Still a No Go for Ripple! High Hopes on Gensler

As reported by Fox Business, Ripple’s legal team has no plans to settle the dispute with the Securities and Exchange Commission of the United States (SEC).

Reporter Charles Gasparino tweeted that Ripple believes that pursuing the lawsuit would persuade SEC Chairman Gary Gensler that it is picking winners and losers in the crypto industry at the expense of innovation.

BREAKING: @Ripple's legal team tell @FoxBusiness they have no plans to settle w @SEC_Enforcement over lawsuit on XRP, confident they can show @GaryGensler in pursuing the case is picking winners and losers in the #Crypto business to the detriment of innovation. Story developing — Charles Gasparino (@CGasparino) September 17, 2021

Supporters of Ripple and XRP are hoping that the new SEC chairman, Gary Gensler, who previously taught cryptography at MIT, will dismiss the XRP litigation.

They claim that former SEC Chairman Jay Clayton had a conflict of interest. In August, a government investigator began looking into the circumstances surrounding Clayton and senior SEC official William Hinman’s XRP lawsuit.

Gensler has demonstrated that he is open to new ideas. “Do you support responsible innovation?” Senator Cynthia Lummis, a pro-bitcoin member of the Senate Banking Committee, asked him during a hearing last week. “Oh my gosh, yes,” Gensler said right away.

The Chairman has said, Satoshi Nakamoto’s innovation is real, “His innovation sparked the creation of crypto assets and the underlying blockchain technology,”

He also stated that “it has been and could continue to be a catalyst for change in the disciplines of finance and money.”

Critic Brandt says XRP is a security

Peter Brandt, a commodity trader with more than four decades of experience, continues to believe that XRP is unregistered security.

Under new SEC head we will have many more challenges of this type. Personally I think XRP is a security, but that would not prevent me from owning it under the right circumstances. — Peter Brandt (@PeterLBrandt) September 20, 2021

Brandt, a long-time Ripple opponent, publicly petitioned the Securities and Exchange Commission to designate XRP as security just two months before the case was filed. He also charged the firm with rigging the price of the contentious cryptocurrency.

However, the veteran trader would own the Ripple-affiliated cryptocurrency “under the appropriate circumstances,” despite the regulatory ambiguity around it.",https://coinpedia.org/ripple/settlement-is-still-a-no-go-for-ripple/,2021-09-20 06:21:53,Coinpedia,http://image.coinpedia.org/wp-content/uploads/2021/06/17182720/Social-Media-Image.jpg,"Ripple Vs SEC: The Settlement is Still a No Go for Ripple!
Reporter Charles Gasparino tweeted that Ripple believes that pursuing the lawsuit would persuade SEC Chairman Gary Gensler that it is picking winners and losers in the crypto industry at the expense of innovation.
Story developing — Charles Gasparino (@CGasparino) September 17, 2021Supporters of Ripple and XRP are hoping that the new SEC chairman, Gary Gensler, who previously taught cryptography at MIT, will dismiss the XRP litigation.
They claim that former SEC Chairman Jay Clayton had a conflict of interest.
In August, a government investigator began looking into the circumstances surrounding Clayton and senior SEC official William Hinman’s XRP lawsuit.",2 min read
Bitcoin has updated the weekly high of the price :: RBC.Crypto - The Goa Spotlight,"Over the past two days, the rate of the first cryptocurrency has grown by $ 4 thousand.The asset continues to recover after it fell by $ 10 thousand in half a day last week.

On the morning of September 15, bitcoin updated its price weekly maximum, rising to $ 47.4 thousand. As of 9:55 Moscow time, the first cryptocurrency is trading at $ 46.9 thousand, over the past day it has risen in price by 3%.

Bitcoin’s value has continued to rise over the past two days. On Monday, the asset rate at the moment dropped to $ 43.3 thousand.Since then, the coin has risen in price by almost $ 4 thousand.

The cryptocurrency market remains in an unstable position after last week the price of bitcoin dropped by $ 10 thousand in half a day – from $ 52.9 thousand to $ 42.8 thousand.As a result of the collapse of quotations, traders’ positions were liquidated by $ 3.5 billion.

Earlier, the head of the US Securities and Exchange Commission (SEC) Gary Gensler compared the field of cryptocurrencies with the Wild West. He stressed that at the moment, crypto investors have insufficient protection, and there are too many fraudsters in the field of digital assets.

– Hot Pursuit podcast. Bitcoin crash, fake news and Cardano hard fork

– Morgan Stanley will create a cryptanalytics division

– Solana blockchain network stopped processing transactions

You can find more news about cryptocurrencies in our telegram channel RBC-Crypto.",https://thegoaspotlight.com/2021/09/20/bitcoin-has-updated-the-weekly-high-of-the-price-rbc-crypto/,2021-09-20 05:36:37,The Goa Spotlight,,"On the morning of September 15, bitcoin updated its price weekly maximum, rising to $ 47.4 thousand.
As of 9:55 Moscow time, the first cryptocurrency is trading at $ 46.9 thousand, over the past day it has risen in price by 3%.
On Monday, the asset rate at the moment dropped to $ 43.3 thousand.Since then, the coin has risen in price by almost $ 4 thousand.
Earlier, the head of the US Securities and Exchange Commission (SEC) Gary Gensler compared the field of cryptocurrencies with the Wild West.
Bitcoin crash, fake news and Cardano hard fork– Morgan Stanley will create a cryptanalytics division– Solana blockchain network stopped processing transactionsYou can find more news about cryptocurrencies in our telegram channel RBC-Crypto.",1 min read
"As Bitcoin Slips to $45K, El Salvador Buys the Dip - U.Today","The government of El Salvador took advantage of a recent Bitcoin price drop, with President Nayib Bukele announcing the purchase of another 150 coins that are worth roughly $6.8 million at press time.

Bukele also shared ""presidential advice"" on Twitter, urging followers to buy the dip.

They can never beat you if you buy the dips. — Nayib Bukele 🇸🇻 (@nayibbukele) September 20, 2021

Earlier today, the flagship cryptocurrency slipped to $45,135 on the Bitstamp exchange.



The recent sell-off coincided with Hong Kong’s Hang Seng index dropping 4% amid Evergrande contagion fears.

El Salvador now holds 700 coins after the most recent buy. The Central American nation initially purchased 400 coins on Sept. 7, the day it adopted Bitcoin as legal tender. Prior to that, the Congress approved the creation of a $150 million Bitcoin fund.



While giving a major push to crypto adoption, El Salvador’s Bitcoin experiment stirred up a lot of controversy. Disgruntled protestors recently burned a Chivo ATM in San Salvador.",https://u.today/as-bitcoin-slips-to-45k-el-salvador-buys-the-dip,2021-09-20 05:45:36,U.Today,https://u.today/sites/default/files/styles/1200x900/public/2021-09/AdobeStock_456768543.jpeg,"The government of El Salvador took advantage of a recent Bitcoin price drop, with President Nayib Bukele announcing the purchase of another 150 coins that are worth roughly $6.8 million at press time.
— Nayib Bukele 🇸🇻 (@nayibbukele) September 20, 2021Earlier today, the flagship cryptocurrency slipped to $45,135 on the Bitstamp exchange.
El Salvador now holds 700 coins after the most recent buy.
Prior to that, the Congress approved the creation of a $150 million Bitcoin fund.
While giving a major push to crypto adoption, El Salvador’s Bitcoin experiment stirred up a lot of controversy.",1 min read
